[120.28.233.198 | 01-Jun-2023 11:40:44] 2-Super Admin: Logged in.
[120.28.184.240 | 09-Jun-2023 09:02:40] 2-Super Admin: Name: AM - Environmental -- Time In: 6:00 -- Time Out: 15:00
[120.28.184.240 | 09-Jun-2023 09:04:37] 2-Super Admin: Name: MidShift -- Time In: 11:00 -- Time Out: 20:00
[120.28.184.240 | 09-Jun-2023 09:04:37] 2-Super Admin: Name: AM - Environmental -- Time In: 6:00 -- Time Out: 15:00
[120.28.184.240 | 09-Jun-2023 09:07:38] 2-Super Admin: Name: MidShift -- Time In: 11:00 -- Time Out: 20:00
[120.28.184.240 | 09-Jun-2023 09:07:38] 2-Super Admin: Name: AM - Environmental -- Time In: 6:00 -- Time Out: 15:00
[120.28.184.240 | 09-Jun-2023 09:07:41] 2-Super Admin: Name: MidShift -- Time In: 11:00 -- Time Out: 20:00
[120.28.184.240 | 09-Jun-2023 09:07:41] 2-Super Admin: Name: Flexiv2 - 3 -- Time In: 9:00 -- Time Out: 18:00
[120.28.184.240 | 09-Jun-2023 09:07:57] 2-Super Admin: Name: MidShift -- Time In: 11:00 -- Time Out: 20:00
[120.28.184.240 | 09-Jun-2023 09:07:57] 2-Super Admin: Name: AM - Environmental -- Time In: 6:00 -- Time Out: 15:00
[120.28.184.240 | 09-Jun-2023 09:08:14] 2-Super Admin: Name: MidShift -- Time In: 11:00 -- Time Out: 20:00
[49.145.32.0 | 09-Jun-2023 09:18:54] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[49.145.32.0 | 09-Jun-2023 09:18:54] 2-Super Admin: Login 1686627900 and Schedule time 2023-06-13 9:00
[49.145.32.0 | 09-Jun-2023 09:18:54] 2-Super Admin: Login 1686696300 and Schedule time 2023-06-14 6:00
[49.145.32.0 | 09-Jun-2023 09:20:58] 2-Super Admin: Logged in.
[49.145.32.0 | 09-Jun-2023 09:20:58] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[49.145.32.0 | 09-Jun-2023 09:20:58] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[49.145.32.0 | 09-Jun-2023 09:26:12] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[49.145.32.0 | 09-Jun-2023 09:26:12] 2-Super Admin: Login 1686625200 and Schedule time 2023-06-13 9:00
[49.145.32.0 | 09-Jun-2023 09:26:12] 2-Super Admin: Login 1686696300 and Schedule time 2023-06-14 6:00
[49.145.32.0 | 09-Jun-2023 09:26:29] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[49.145.32.0 | 09-Jun-2023 09:26:29] 2-Super Admin: Login 1686625200 and Schedule time 2023-06-13 9:00
[49.145.32.0 | 09-Jun-2023 09:26:29] 2-Super Admin: Login 1686696300 and Schedule time 2023-06-14 6:00
[49.145.32.0 | 09-Jun-2023 09:27:35] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[49.145.32.0 | 09-Jun-2023 09:27:35] 2-Super Admin: Login 1686628800 and Schedule time 2023-06-13 9:00
[49.145.32.0 | 09-Jun-2023 09:27:35] 2-Super Admin: Login 1686696300 and Schedule time 2023-06-14 6:00
[49.145.32.0 | 09-Jun-2023 09:27:58] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[49.145.32.0 | 09-Jun-2023 09:27:58] 2-Super Admin: Login 1686627900 and Schedule time 2023-06-13 9:00
[49.145.32.0 | 09-Jun-2023 09:27:58] 2-Super Admin: Login 1686696300 and Schedule time 2023-06-14 6:00
[49.145.32.0 | 09-Jun-2023 09:29:39] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[49.145.32.0 | 09-Jun-2023 09:29:39] 2-Super Admin: Login 1686627900 and Schedule time 2023-06-13 9:00
[49.145.32.0 | 09-Jun-2023 09:29:39] 2-Super Admin: Login 1686696300 and Schedule time 2023-06-14 6:00
[210.23.165.169 | 09-Jun-2023 09:34:28] 2-Super Admin: Logged in.
[210.23.165.169 | 09-Jun-2023 09:34:28] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[210.23.165.169 | 09-Jun-2023 09:34:28] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[49.145.32.0 | 09-Jun-2023 09:36:07] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[49.145.32.0 | 09-Jun-2023 09:36:07] 2-Super Admin: Login 1686627900 and Schedule time 2023-06-13 9:00
[49.145.32.0 | 09-Jun-2023 09:36:07] 2-Super Admin: Login 1686696300 and Schedule time 2023-06-14 6:00
[49.145.32.0 | 09-Jun-2023 09:36:57] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[49.145.32.0 | 09-Jun-2023 09:36:57] 2-Super Admin: Login 1686618000 and Schedule time 2023-06-13 9:00
[49.145.32.0 | 09-Jun-2023 09:36:57] 2-Super Admin: Login 1686696300 and Schedule time 2023-06-14 6:00
[120.28.184.240 | 09-Jun-2023 11:13:42] - : Logged out.
[210.23.165.169 | 09-Jun-2023 11:28:56] 2-Super Admin: Logged in.
[210.23.165.169 | 09-Jun-2023 11:28:56] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[210.23.165.169 | 09-Jun-2023 11:28:56] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[120.28.184.240 | 09-Jun-2023 13:27:56] 2-Super Admin: Logged in.
[120.28.184.240 | 09-Jun-2023 13:27:56] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[120.28.184.240 | 09-Jun-2023 13:27:56] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[120.28.184.240 | 09-Jun-2023 13:54:40] 2-Super Admin: Logged out.
[120.28.184.240 | 09-Jun-2023 13:54:40] - : Login 1686268800 and Schedule time 2023-06-09 11:00
[120.28.184.240 | 09-Jun-2023 13:54:40] - : Login 1686264300 and Schedule time 2023-06-09 6:00
[210.23.165.169 | 09-Jun-2023 15:05:07] 2-Super Admin: Logged in.
[210.23.165.169 | 09-Jun-2023 15:05:08] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[210.23.165.169 | 09-Jun-2023 15:05:08] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[210.23.165.169 | 09-Jun-2023 15:08:51] 2-Super Admin: Create Schedule Test AM
[210.23.165.169 | 09-Jun-2023 15:12:27] 2-Super Admin: Create Schedule testing
[210.23.165.169 | 09-Jun-2023 15:16:45] 2-Super Admin: Create Schedule testing 2
[210.23.165.169 | 09-Jun-2023 15:23:24] 2-Super Admin: Create Schedule test
[210.23.165.169 | 09-Jun-2023 15:23:46] 2-Super Admin: Create Schedule eee
[210.23.165.169 | 09-Jun-2023 15:25:24] 2-Super Admin: Create Schedule www
[210.23.165.169 | 09-Jun-2023 15:31:39] 2-Super Admin: Create Schedule test2
[210.23.165.169 | 09-Jun-2023 15:31:52] 2-Super Admin: Update Schedule test2
[210.23.165.169 | 09-Jun-2023 15:31:59] 2-Super Admin: Update Schedule test23
[210.23.165.169 | 09-Jun-2023 15:38:02] 2-Super Admin: Create Schedule 44
[210.23.165.169 | 09-Jun-2023 15:40:31] 2-Super Admin: Create Schedule 44
[210.23.165.169 | 09-Jun-2023 15:40:38] 2-Super Admin: Update Schedule 44
[210.23.165.169 | 09-Jun-2023 15:40:44] 2-Super Admin: Update Schedule 444
[210.23.165.169 | 09-Jun-2023 15:44:47] 2-Super Admin: Create Schedule 444
[210.23.165.169 | 09-Jun-2023 15:46:02] 2-Super Admin: Update Schedule 444
[210.23.165.169 | 09-Jun-2023 15:49:55] 2-Super Admin: Create Schedule 4544
[210.23.165.169 | 09-Jun-2023 15:52:23] 2-Super Admin: Create Schedule erree
[210.23.165.169 | 09-Jun-2023 15:54:54] 2-Super Admin: Create Schedule wqr
[210.23.165.169 | 09-Jun-2023 15:56:21] 2-Super Admin: Create Schedule ewq
[210.23.165.169 | 09-Jun-2023 16:03:57] 2-Super Admin: Create Schedule 235235
[210.23.165.169 | 09-Jun-2023 16:05:22] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:24] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:25] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:27] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:29] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:31] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:33] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:34] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:36] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:38] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:39] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:41] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:43] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:45] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:48] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:50] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:52] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:05:54] 2-Super Admin: Delete Schedule 
[210.23.165.169 | 09-Jun-2023 16:06:08] 2-Super Admin: Create Schedule test
[210.23.165.169 | 09-Jun-2023 16:10:30] 2-Super Admin: Create Schedule test2
[210.23.165.169 | 09-Jun-2023 16:12:17] 2-Super Admin: Create Schedule qwre
[210.23.165.169 | 09-Jun-2023 16:14:16] 2-Super Admin: Create Schedule 3424
[210.23.165.169 | 09-Jun-2023 16:14:22] 2-Super Admin: Update Schedule 3424
[210.23.165.169 | 09-Jun-2023 16:15:47] 2-Super Admin: Update Schedule 3424
[210.23.165.169 | 09-Jun-2023 16:16:07] 2-Super Admin: Update Schedule 3424
[210.23.165.169 | 09-Jun-2023 16:17:37] 2-Super Admin: Update Schedule 3424
[210.23.165.169 | 09-Jun-2023 16:19:47] 2-Super Admin: Update Schedule 3424
[210.23.165.169 | 09-Jun-2023 16:20:03] 2-Super Admin: Update Schedule 34243
[210.23.165.169 | 09-Jun-2023 16:21:29] 2-Super Admin: Update Schedule 34243
[210.23.165.169 | 09-Jun-2023 16:21:40] 2-Super Admin: Update Schedule test
[210.23.165.169 | 09-Jun-2023 16:21:57] 2-Super Admin: Update Schedule AM - Environmental
[210.23.165.169 | 09-Jun-2023 16:26:23] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[210.23.165.169 | 09-Jun-2023 16:26:23] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[210.23.165.169 | 09-Jun-2023 16:26:34] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[210.23.165.169 | 09-Jun-2023 16:26:34] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[210.23.165.169 | 09-Jun-2023 16:31:41] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[210.23.165.169 | 09-Jun-2023 16:31:41] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[120.28.184.240 | 09-Jun-2023 16:35:34] 2-Super Admin: Logged in.
[120.28.184.240 | 09-Jun-2023 16:35:34] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[120.28.184.240 | 09-Jun-2023 16:35:34] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[120.28.184.240 | 09-Jun-2023 16:37:18] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[120.28.184.240 | 09-Jun-2023 16:37:18] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[120.28.184.240 | 09-Jun-2023 16:37:37] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:39:17] 2-Super Admin: Added/Updated User Schedules
[120.28.184.240 | 09-Jun-2023 16:39:21] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:39:21] 2-Super Admin: Login 1686618000 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 16:39:48] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:39:48] 2-Super Admin: Login 1686595500 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 16:40:01] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:40:01] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 16:40:46] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:40:46] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[210.23.165.169 | 09-Jun-2023 16:41:04] 2-Super Admin: Login 1686182400 and Schedule time 2023-06-08 11:00
[120.28.184.240 | 09-Jun-2023 16:41:07] 2-Super Admin: Update Schedule AM - Environmental
[210.23.165.169 | 09-Jun-2023 16:41:11] 2-Super Admin: Login 1686096000 and Schedule time 2023-06-07 11:00
[210.23.165.169 | 09-Jun-2023 16:41:11] 2-Super Admin: Login 1686091200 and Schedule time 2023-06-07 6:00
[120.28.184.240 | 09-Jun-2023 16:41:11] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:41:11] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[210.23.165.169 | 09-Jun-2023 16:41:24] 2-Super Admin: Login 1686009600 and Schedule time 2023-06-06 11:00
[120.28.184.240 | 09-Jun-2023 16:41:38] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:41:38] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[210.23.165.169 | 09-Jun-2023 16:42:06] 2-Super Admin: Login 1686009600 and Schedule time 2023-06-06 11:00
[210.23.165.169 | 09-Jun-2023 16:44:30] 2-Super Admin: Update Schedule AM - Environmental
[210.23.165.169 | 09-Jun-2023 16:44:43] 2-Super Admin: Update Schedule AM - Dialysis
[210.23.165.169 | 09-Jun-2023 16:44:50] 2-Super Admin: Update Schedule AM - Dialysis
[120.28.184.240 | 09-Jun-2023 16:46:00] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:46:00] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 16:46:53] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:46:53] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 16:49:29] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:49:29] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[210.23.165.169 | 09-Jun-2023 16:49:53] 2-Super Admin: Login 1686009600 and Schedule time 2023-06-06 11:00
[210.23.165.169 | 09-Jun-2023 16:49:55] 2-Super Admin: Login 1686096000 and Schedule time 2023-06-07 11:00
[210.23.165.169 | 09-Jun-2023 16:49:55] 2-Super Admin: Login 1686091200 and Schedule time 2023-06-07 6:00
[210.23.165.169 | 09-Jun-2023 16:50:14] 2-Super Admin: Update Schedule AM - Environmental
[210.23.165.169 | 09-Jun-2023 16:50:21] 2-Super Admin: Login 1686096000 and Schedule time 2023-06-07 11:00
[210.23.165.169 | 09-Jun-2023 16:50:21] 2-Super Admin: Login 1686091200 and Schedule time 2023-06-07 6:00
[120.28.184.240 | 09-Jun-2023 16:52:23] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:52:23] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[210.23.165.169 | 09-Jun-2023 16:52:52] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[210.23.165.169 | 09-Jun-2023 16:52:52] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 16:53:30] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:53:30] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 16:57:58] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:57:58] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 16:58:37] 2-Super Admin: Update Schedule AM Shift
[120.28.184.240 | 09-Jun-2023 16:59:08] 2-Super Admin: Added/Updated User Schedules
[120.28.184.240 | 09-Jun-2023 16:59:12] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:59:12] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 16:59:25] 2-Super Admin: Add timelog for biometric ID 4002 for ftimeIn : 2023-06-11 7:45:00
[120.28.184.240 | 09-Jun-2023 16:59:26] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:59:26] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 16:59:39] 2-Super Admin: Add timelog for biometric ID 4002 for stimeOut : 2023-06-11 17:45:00
[120.28.184.240 | 09-Jun-2023 16:59:41] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 16:59:41] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.184.240 | 09-Jun-2023 16:59:41] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 17:00:04] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 17:00:04] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.184.240 | 09-Jun-2023 17:00:04] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 17:00:11] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 17:00:11] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.184.240 | 09-Jun-2023 17:00:11] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 17:00:16] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 17:00:16] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.184.240 | 09-Jun-2023 17:00:16] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 17:00:37] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 17:00:37] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.184.240 | 09-Jun-2023 17:00:37] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 17:01:17] 2-Super Admin: Update Schedule AMV2
[120.28.184.240 | 09-Jun-2023 17:01:23] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 17:01:23] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.184.240 | 09-Jun-2023 17:01:23] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 17:01:45] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.184.240 | 09-Jun-2023 17:01:45] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.184.240 | 09-Jun-2023 17:01:45] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.184.240 | 09-Jun-2023 17:30:57] 2-Super Admin: Logged out.
[120.28.184.240 | 09-Jun-2023 17:30:57] - : Login 1686268800 and Schedule time 2023-06-09 11:00
[120.28.184.240 | 09-Jun-2023 17:30:57] - : Login 1686264300 and Schedule time 2023-06-09 6:00
[120.28.184.240 | 09-Jun-2023 17:31:01] - : Logged out.
[210.23.165.169 | 09-Jun-2023 23:29:25] 2-Super Admin: Logged in.
[210.23.165.169 | 09-Jun-2023 23:29:25] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[210.23.165.169 | 09-Jun-2023 23:29:25] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[210.23.165.169 | 09-Jun-2023 23:30:33] 2-Super Admin: Login 1686268800 and Schedule time 2023-06-09 11:00
[210.23.165.169 | 09-Jun-2023 23:30:33] 2-Super Admin: Login 1686264300 and Schedule time 2023-06-09 6:00
[210.23.165.169 | 10-Jun-2023 00:32:12] 2-Super Admin: Update Schedule ID 199 to 40
[210.23.165.169 | 10-Jun-2023 00:32:17] 2-Super Admin: Update Schedule ID 206 to 71
[52.71.155.178 | 10-Jun-2023 18:12:49] - : Logged out.
[120.28.244.4 | 12-Jun-2023 09:32:43] 2-Super Admin: Logged in.
[120.28.244.4 | 12-Jun-2023 09:32:44] 2-Super Admin: Login 1686528000 and Schedule time 2023-06-12 8:00
[120.28.244.4 | 12-Jun-2023 10:25:21] 2-Super Admin: Logged in.
[120.28.244.4 | 12-Jun-2023 10:25:21] 2-Super Admin: Login 1686528000 and Schedule time 2023-06-12 8:00
[49.148.248.46 | 12-Jun-2023 13:32:11] 2-Super Admin: Logged in.
[49.148.248.46 | 12-Jun-2023 13:32:11] 2-Super Admin: Login 1686528000 and Schedule time 2023-06-12 8:00
[120.28.244.4 | 12-Jun-2023 13:54:39] 2-Super Admin: Logged in.
[120.28.244.4 | 12-Jun-2023 13:54:39] 2-Super Admin: Login 1686528000 and Schedule time 2023-06-12 8:00
[120.28.244.4 | 12-Jun-2023 14:19:32] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.244.4 | 12-Jun-2023 14:19:32] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.244.4 | 12-Jun-2023 14:19:32] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.244.4 | 12-Jun-2023 14:19:46] 2-Super Admin: Login 1682899200 and Schedule time 2023-05-01 8:00
[120.28.244.4 | 12-Jun-2023 14:19:46] 2-Super Admin: Login 1683763200 and Schedule time 2023-05-11 8:00
[120.28.244.4 | 12-Jun-2023 14:19:46] 2-Super Admin: Login 1684022400 and Schedule time 2023-05-14 8:00
[120.28.244.4 | 12-Jun-2023 14:19:46] 2-Super Admin: Login 1684107000 and Schedule time 2023-05-15 8:00
[120.28.244.4 | 12-Jun-2023 14:19:46] 2-Super Admin: Login 1684022400 and Schedule time 2023-05-14 8:00
[120.28.244.4 | 12-Jun-2023 14:19:46] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.244.4 | 12-Jun-2023 14:19:46] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.244.4 | 12-Jun-2023 14:19:46] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.244.4 | 12-Jun-2023 14:19:54] 2-Super Admin: Login 1682899200 and Schedule time 2023-05-01 8:00
[120.28.244.4 | 12-Jun-2023 14:19:54] 2-Super Admin: Login 1683763200 and Schedule time 2023-05-11 8:00
[120.28.244.4 | 12-Jun-2023 14:19:54] 2-Super Admin: Login 1684022400 and Schedule time 2023-05-14 8:00
[120.28.244.4 | 12-Jun-2023 14:19:54] 2-Super Admin: Login 1684107000 and Schedule time 2023-05-15 8:00
[120.28.244.4 | 12-Jun-2023 14:19:54] 2-Super Admin: Login 1684022400 and Schedule time 2023-05-14 8:00
[120.28.244.4 | 12-Jun-2023 14:19:54] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.244.4 | 12-Jun-2023 14:19:54] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.244.4 | 12-Jun-2023 14:19:54] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[49.148.248.46 | 12-Jun-2023 14:23:11] 2-Super Admin: Logged in.
[49.148.248.46 | 12-Jun-2023 14:23:11] 2-Super Admin: Login 1686528000 and Schedule time 2023-06-12 8:00
[49.148.248.46 | 12-Jun-2023 15:36:38] 2-Super Admin: Logged in.
[49.148.248.46 | 12-Jun-2023 15:36:38] 2-Super Admin: Login 1686528000 and Schedule time 2023-06-12 8:00
[49.145.104.233 | 12-Jun-2023 16:30:39] 2-Super Admin: Logged in.
[49.145.104.233 | 12-Jun-2023 16:30:39] 2-Super Admin: Login 1686528000 and Schedule time 2023-06-12 8:00
[49.148.248.46 | 12-Jun-2023 16:42:50] 2-Super Admin: Logged in.
[49.148.248.46 | 12-Jun-2023 16:42:50] 2-Super Admin: Login 1686528000 and Schedule time 2023-06-12 8:00
[49.148.248.46 | 12-Jun-2023 16:54:02] 2-Super Admin: Create Schedule test-sched
[49.148.248.46 | 12-Jun-2023 16:56:11] 2-Super Admin: Delete Schedule 
[49.148.248.46 | 12-Jun-2023 16:57:02] 2-Super Admin: Create Schedule my-new-sched
[120.28.236.67 | 13-Jun-2023 13:49:40] 2-Super Admin: Logged in.
[120.28.236.67 | 13-Jun-2023 13:49:40] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.236.67 | 13-Jun-2023 13:49:40] 2-Super Admin: Login 1686614400 and Schedule time 2023-06-13 8:00
[120.28.236.67 | 13-Jun-2023 13:50:12] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[120.28.236.67 | 13-Jun-2023 13:50:12] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
[120.28.236.67 | 13-Jun-2023 13:50:12] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.236.67 | 13-Jun-2023 13:54:45] 2-Super Admin: Logged in.
[120.28.236.67 | 13-Jun-2023 13:54:45] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.236.67 | 13-Jun-2023 13:54:45] 2-Super Admin: Login 1686614400 and Schedule time 2023-06-13 8:00
[49.145.44.38 | 13-Jun-2023 13:55:03] 2-Super Admin: Logged in.
[49.145.44.38 | 13-Jun-2023 13:55:03] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[49.145.44.38 | 13-Jun-2023 13:55:03] 2-Super Admin: Login 1686614400 and Schedule time 2023-06-13 8:00
[49.145.44.38 | 13-Jun-2023 13:55:34] 2-Super Admin: Login 1685577600 and Schedule time 2023-06-01 8:00
[49.145.44.38 | 13-Jun-2023 13:55:34] 2-Super Admin: Login 1686440700 and Schedule time 2023-06-11 8:00
